org_cst_key,org_name,org_ogt_code,org_state_incorporated,n53_municipal_type,org_metropolitan_area_ext,org_fips_place_ext,org_prefix_ext,org_city_name_ext,org_fips_county_subdivision_ext
214be5bf-da44-4f89-a6b2-88df6502f542,Village of Wolverine,City,MI,Village,NULL,2688240,Village of,Wolverine,NULL
bd16af49-634c-42ef-8a03-88e4bc389055,"Congressional Quarterly, Inc.",Press,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5131b239-6285-4e9d-9a47-88e933e4041e,Bureau of Parking Violations,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13c476af-0f8d-4c5e-bf3c-88e99aba6120,City of Salem,City,VA,Independent City,NULL,5170000,City of,Salem,NULL
124aab9b-37d7-42a5-a82d-88eaa21390d3,Village of Hillsdale,City,MO,Village,NULL,2932266,Village of,Hillsdale,NULL
c4bc0b8e-41b2-4f8b-83cf-88ee10292897,American Acadamy of Pediatrics,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9cc72969-e90d-4ac1-8a6d-88efb3244cb4,County of Jackson,County,KY,NULL,NULL,NULL,NULL,NULL,NULL
fffa29e5-61c1-4410-8c2b-88f2762778d6,City of Morehouse,City,MO,City,NULL,2949898,City of,Morehouse,NULL
630cb15d-aafd-453b-a56a-88faa853ce91,City of Calumet,City,MN,City,NULL,2709316,City of,Calumet,NULL
77f69865-4553-4d85-97ee-88fb8e45c8f0,City of Pocahontas,City,AR,City,NULL,0556540,City of,Pocahontas,NULL
f3ccb136-c815-41e0-84eb-88feee51218e,St. Louis Metropolitan Taxicab Comm.,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1f0b7333-de05-4e8f-88ee-89002404838a,City of Hurdsfield,City,ND,City,NULL,3839580,City of,Hurdsfield,NULL
589dea1e-0e3a-44b2-b84e-89051d1ccc86,Village of Fayetteville,City,IL,Village,NULL,1725713,Village of,Fayetteville,NULL
88706a3b-81b6-4ab1-9c95-8907a0abd433,City of Susank,City,KS,City,NULL,2069525,City of,Susank,NULL
665d4a28-05ec-46fc-9382-890864a734aa,City of Macon,City,IL,City,NULL,1745941,City of,Macon,NULL
31fecda5-5ebe-42c6-a813-890bdf477c69,City of Van Meter,City,IA,City,NULL,1980445,City of,Van Meter,NULL
23e66ad6-e1e0-45bd-97b7-890beb1cde91,Village of Mancelona,City,MI,Village,NULL,2650620,Village of,Mancelona,NULL
8d8b1da9-b576-42ef-9f89-890f4a1ea87b,City of Landa,City,ND,City,NULL,3844700,City of,Landa,NULL
b6ad3d7a-8859-405e-9276-89105ff0841d,City of Winter Springs,City,FL,City,NULL,1278325,City of,Winter Springs,NULL
b5de8d7a-a200-44c6-b4d5-8911715bbe57,City of Van,City,TX,City,NULL,4874912,City of,Van,NULL
7f571c51-ca68-487f-8022-89122a172a92,Village of Milford,City,MI,Village,NULL,2653960,NULL,Milford,NULL
980123b5-6113-44b8-9069-8913c239cb44,City of Dodge City,City,KS,City,19980,2018250,City of,Dodge City,NULL
0cf0c709-ff01-436c-bf64-89140d63b465,City of Thomas,City,WV,City,NULL,5480020,NULL,Thomas,NULL
c32e9346-fdad-4774-b9f7-89142d8be4ea,City of Havelock,City,NC,City,35100,3730120,City of,Havelock,NULL
41a12a58-277f-4cae-aff4-8916c1ab295c,Village of St Nazianz,City,WI,Village,NULL,5571025,Village of,St Nazianz,NULL
3f82deac-f6eb-4ee5-af2b-891ab3a444ec,City of Bock,City,MN,City,NULL,2706814,City of,Bock,NULL
664c6a9e-4c35-4d62-91d0-891c53d92e74,City of New Home,City,TX,City,NULL,4851012,City of,New Home,NULL
09cfc5e4-b3a3-4ed3-a49f-891cbb6ddc3b,Town of Olive,City,NY,Town,NULL,3611154749,Town of,Olive,NULL
ff920175-5785-414f-a069-891d57dd97ab,Blis LLC,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7371c475-1826-45e5-868e-891dd14a28b0,Town of Kentwood,City,LA,Town,NULL,2239545,Town of,Kentwood,NULL
95e69519-c642-4662-86ba-8920e54d5efd,City of Americus,City,KS,City,NULL,2001675,City of,Americus,NULL
82c861cb-12e9-4017-b93b-89210a5a3eac,City of Warwick,City,ND,City,NULL,3883580,City of,Warwick,NULL
3faf0dbf-4007-49e7-b7d6-89215f9a9c54,NetDiligence,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0e513894-336d-4307-91d0-8924bb0fcad2,Town of Pickering,City,MO,Town,NULL,2957404,Town of,Pickering,NULL
4b3cd322-6e5d-4a5a-8053-892a1d0ec445,Village of Biron,City,WI,Village,NULL,5507650,Village of,Biron,NULL
164d499e-b485-4a46-9247-892ade12a9f8,City of Elk Grove,City,CA,City,NULL,0622020,NULL,Elk Grove,NULL
7a1b329d-532b-4ae0-b163-893153f66e44,Conference Call,"Hotel/Convention Center ",NULL,NULL,NULL,NULL,NULL,NULL,NULL
268eec41-beb3-4248-b0ba-8932029a3231,Town of Cottonport,City,LA,Town,NULL,2217880,Town of,Cottonport,NULL
994a4479-cc56-4ea8-9365-89365fc64345,Town of Cape Elizabeth,City,ME,Town,NULL,2300510180,Town of,Cape Elizabeth,NULL
b09f82d0-32f6-4e0d-98c9-89367128ffa6,Village of Mount Zion,City,IL,Village,NULL,1751206,Village of,Mount Zion,NULL
cdb707d7-56d3-4d8d-aa16-8937bebe1f47,Federal Express Corporation,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
aa533aad-c958-4d26-9c8d-8938ebc69771,Ocean City Development Corporation,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73969660-076f-41a2-bb6f-89395cda79ba,Town of West Brookfield,City,MA,Town,NULL,2502775400,Town of,West Brookfield,NULL
8b0c5f3d-e061-49a8-9264-893f0fb1a544,Town of Hurley,City,NM,Town,NULL,3533850,Town of,Hurley,NULL
8a708952-4d30-4ac0-bd59-89437dcea2fb,Borough of Canonsburg,City,PA,Borough,NULL,4211152,Borough of,Canonsburg,NULL
b1ebf3c0-f113-4ce3-bfca-894b9c74f078,Virginian Pilot,Press,NULL,NULL,NULL,NULL,NULL,NULL,NULL
736fdb06-0b0a-4816-839f-894c8ee7b0ef,City of Kimball,City,NE,City,NULL,3125475,NULL,Kimball,NULL
5193ea6e-56ed-4e26-9f8b-894c932850c6,Village of Elmwood Park,City,WI,Village,NULL,5523725,Village of,Elmwood Park,NULL
8c5fc6ea-f82a-4e85-8ead-894cc68833ee,Village of East Gillespie,City,IL,Village,NULL,1721852,Village of,East Gillespie,NULL
b1953e0d-24e8-4047-9b91-8951a79d78cb,Town of Blooming Grove,City,NY,Town,NULL,3607107003,Town of,Blooming Grove,NULL
5e7214cc-4849-477b-844b-8951f0a58a5a,Civis Analytics,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9f23232e-61e8-4121-b5f8-89527e87ecfe,Town of Liberty,City,OK,Town,NULL,4042860,Town of,Liberty,NULL
52716a2b-8929-4c4d-ab34-895c08002bed,Town of Emerson,City,AR,Town,NULL,0521580,NULL,Emerson,NULL
2d98934b-611d-4026-89a6-895c194a62cc,City of Warm Springs,City,GA,City,NULL,1380480,City of,Warm Springs,NULL
77a569fa-362c-4bd7-a206-895dd6233799,Town of St Francis,City,ME,Town,NULL,2300365025,Town of,St Francis,NULL
9e4984db-6f2f-48ad-aa8c-895ed2964b1e,City of Grandview,City,MO,City,NULL,2928324,City of,Grandview,NULL
852cbf26-3507-4765-8862-895f81660cd1,City of Slaughters,City,KY,City,NULL,2171130,City of,Slaughters,NULL
2f67baeb-329d-40fc-81a3-8963e7889c85,Borough of Millvale,City,PA,Borough,NULL,4249920,Borough of,Millvale,NULL
66f75647-2563-44b6-8eaa-89650476a296,Town of Francesville,City,IN,Town,NULL,1825288,Town of,Francesville,NULL
84623ce1-7cdf-4832-8cfe-896611a36840,LexisNexis Special Services Inc.,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6d6ec738-1855-4000-bd9a-89669ed1d61b,Town of Farmington,City,WV,Town,NULL,5426932,NULL,Farmington,NULL
cc9e8a9a-33f9-4320-9648-8967db23f86f,City of Green Park,City,MO,City,NULL,2929324,City of,Green Park,NULL
5d37e78e-9105-41b5-8f48-896a7d1a684c,Town of Oolitic,City,IN,Town,NULL,1856682,Town of,Oolitic,NULL
c8d5c2b2-9091-491d-b7a4-896cc5279c05,Town of Hazleton,City,IN,Town,NULL,1832728,Town of,Hazleton,NULL
7095f62c-51ac-439d-bd28-896ea161d5db,City of Pettibone,City,ND,City,NULL,3862060,City of,Pettibone,NULL
1f2e3feb-e62e-4f69-b69c-897bb71f9ed4,Town of Stonington,City,CT,Town,NULL,0901173770,Town of,Stonington,NULL
c9d342ff-dbf0-47f8-bf24-897cb46a28c5,Chicago Allies for Youth Success,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338a9efd-e93e-4a6c-9531-89819eeeb9aa,Village of Williamson,City,IL,Village,NULL,1781815,Village of,Williamson,NULL
f487454d-de3c-4544-8568-89828aef2b2a,Town of Manhattan,City,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8680057e-72fa-42d0-962d-8983467209ba,test,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bc01a125-d731-4736-99f1-8983f127dd9f,City of Genola,City,MN,City,NULL,2723444,City of,Genola,NULL
548ad840-2784-4791-851e-898785ed882b,City of Belleville,City,MI,City,NULL,2607020,City of,Belleville,NULL
5680c1ac-2198-4b28-b534-898a45ac88e0,City of Baltic,City,SD,City,NULL,4603380,City of,Baltic,NULL
d3586b04-add0-427d-8f7a-898c4594b206,"Masters of Education, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6695db2c-f635-4256-8963-898ca5af5e13,Township of Saddle Brook,City,NJ,Township,NULL,3400365340,Township of,Saddle Brook,NULL
2c8ebdee-fcde-4f0c-8274-898d09163888,City of Temple City,City,CA,City,NULL,0678148,City of,Temple City,NULL
4d2925cc-8154-49ea-9938-898dace044aa,Town of Woodlawn Heights,City,IN,Town,NULL,1885400,Town of,Woodlawn Heights,NULL
339d81a9-a21c-431b-b1a0-898ec8c9181f,City of Elk Falls,City,KS,City,NULL,2020300,City of,Elk Falls,NULL
9b694bdc-3bdc-4927-a6ce-898f66a084dc,Town of Troy,City,TN,Town,NULL,4775240,Town of,Troy,NULL
1d4eb121-f56c-4507-b732-899103b08f34,Village of Goehner,City,NE,Village,NULL,3119245,Village of,Goehner,NULL
69c3d88a-c09d-4983-822f-899988bb369c,City of Lake Lafayette,City,MO,City,NULL,2939952,Town of,Lake Lafayette,NULL
14815742-083b-4fb7-bd41-8999bfaea249,Town of Abbeville,City,MS,Town,NULL,2800100,Town of,Abbeville,NULL
9cfaa481-06eb-4aed-86b9-899b2559bd13,City of Landfall Village,City,MN,City,NULL,2735414,City of,Landfall Village,NULL
ec7e4f65-cda4-4240-9de9-899c9a66a68f,National Assn. of Development Organization,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
990f62fc-2a61-4922-9c83-89a253760c4d,Clinton Township (Franklin County),City,OH,Township,NULL,NULL,NULL,NULL,NULL
b2c968d5-286a-4f17-9122-89a44a6d9bfa,Greater Indianapolis Progress Committee,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196fb0e9-b0bd-4bad-aa99-89a6a27d9c50,City of Shaw,City,MS,City,NULL,2867000,City of,Shaw,NULL
fd4bfb9f-c73c-466a-a5ab-89aa93b9d1b0,Town of Cecilton,City,MD,Town,NULL,2414325,Town of,Cecilton,NULL
c5cef76d-623d-4f23-a438-89aef1440761,City of El Dorado Springs,City,MO,City,NULL,2921502,City of,El Dorado Springs,NULL
6e0eea85-83f4-4552-bb32-89b34178b98b,Town of Laurel Park,City,NC,Town,NULL,3737160,Town of,Laurel Park,NULL
9e98fb3e-bfb6-45d3-b62c-89b35f0d5ef4,"Smith, Bizzell & Warner Funeral Home",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60819067-778e-4537-96c8-89b5cdb32bc8,City of Powderly,City,KY,City,NULL,2162652,City of,Powderly,NULL
4532bcd3-48cc-4e2b-ad93-89ba3f491ba5,City of Rome,City,NY,City,NULL,3663418,City of,Rome,NULL
9a21deca-a9e5-4cb4-a95b-89ba62f7c66a,Town of Ashland,City,NH,Town,NULL,3300902020,Town of,Ashland,NULL
95a7ddba-d9fe-4799-ad52-89c1661aeaf9,Town of Walkerville,City,MT,Town,NULL,3077650,Town of,Walkerville,NULL
ed854078-b975-4069-acd4-89c429fa9a91,Town of Montreat,City,NC,Town,NULL,3744100,Town of,Montreat,NULL
64d27b50-3726-4341-917e-89c6b020d68e,"Leisure Craft, Inc.",Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1810b2a-fb00-4b20-a560-89ca0b76b1c4,Town of Parkman,City,ME,Town,NULL,2302156765,Town of,Parkman,NULL
70de06ab-a4e1-4b62-bd3c-89cbf328a028,Village of Buda,City,IL,Village,NULL,1709356,Village of,Buda,NULL
d2d60e26-8d62-4aaf-8f5d-89cfb382cc06,Town of Emery,City,WI,Unincorporated Jurisdiction,NULL,5509923975,Town of,Emery,NULL
762ff6e6-acfa-4d57-b22f-89d1180d45d8,Town of Trenton,City,UT,Town,NULL,4977230,Town of,Trenton,NULL
5f32fc94-9b55-4712-beb6-89d7a7ab54bd,Town of Cornville,City,ME,Town,NULL,2302514555,Town of,Cornville,NULL
2039e4f3-f10e-464d-b2c7-89d8affcc41c,City of Raleigh,City,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fd10f166-5a8e-4896-aaec-89da3226b303,City of Dunsmuir,City,CA,City,NULL,0620242,City of,Dunsmuir,NULL
63080f2e-8e93-4bf3-a2f8-89da60b0188d,Destination Marketing Association International,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331e6c64-780e-44de-88ed-89dabe62c6bf,City of Crosslake,City,MN,City,NULL,2713978,City of,Crosslake,NULL
1348c2b2-cf88-4a09-bc43-89db7002b4d9,Roosevelt Group,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5f1dbad5-47ed-4b59-9d13-89dd08c32b1e,City of Oakley,City,ID,City,NULL,1658330,City of,Oakley,NULL
da299fc7-d414-456a-b36a-89ddaf6cefcd,Town of Milan,City,NY,Town,NULL,3602747207,Town of,Milan,NULL
ffb6e412-23cc-4f4e-bae6-89dfa8d4ccb6,City of Harding,City,MN,City,NULL,2727098,City of,Harding,NULL
e8c90c05-bdb4-4488-8da6-89e024b37847,VALIC,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f73def25-4669-4ee3-ba13-89e28c8fc96e,Town of Matoaka,City,WV,Town,NULL,5452420,NULL,Matoaka,NULL
3e29969b-f677-40af-8ca2-89e65387c84b,City of Mitchell,City,OR,City,NULL,4149150,City of,Mitchell,NULL
ba6b4c11-8cc1-47dd-b6e2-89e92ccbaa36,Town of Welch,City,OK,Town,NULL,4079750,Town of,Welch,NULL
e0f0e075-d9b4-470b-a338-89e9f667028c,Northern Virginia Emergency Response System,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9383d59a-e954-4efd-9a77-89ea7c08fe28,"Chaney and Associates, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69aaf407-a6de-4770-aef4-89ed7cb7705c,City of Helen,City,GA,City,NULL,1337788,City of,Helen,NULL
7a411c26-a380-4331-85d6-89f22ef5ff2e,Village of Crescent City,City,IL,Village,NULL,1717406,Village of,Crescent City,NULL
1fa2bf1d-b1f7-4c11-a540-89f3a80adfea,City of Takoma Park,City,MD,City,NULL,2476650,City of,Takoma Park,NULL
0e17f64e-348a-4857-b184-89f3bc6dc29b,City of Hanson,City,KY,City,NULL,2134390,City of,Hanson,NULL
509af722-9231-49a7-b012-89f454a9a6bf,Flora,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17dbd238-ee88-4f65-8294-89f60d9d6deb,City of Bergen,City,ND,City,NULL,3806180,City of,Bergen,NULL
2f95097f-9eff-48c7-bb6b-89f627b1278a,City of Sturgis,City,SD,City,NULL,4662100,City of,Sturgis,NULL
198ff358-43ff-4258-8f26-89fd5a3d1ad7,Village of Central Lake,City,MI,Village,NULL,2614400,Village of,Central Lake,NULL
f27b733d-57d1-4b36-b72f-89fe6f3d4355,Cox Communications,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
be1327a2-2810-4e63-b873-8a01a10a2292,Landscape Forms,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0e472c19-de01-41a6-9b92-8a01fb159845,Town of Robbins,City,NC,Town,NULL,3757000,Town of,Robbins,NULL
59927819-489c-468f-9539-8a02b4b272cb,DUCKS UNLIMITED,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d0598be4-ecef-4119-9b77-8a0465ec3773,Town of Ehrhardt,City,SC,Town,NULL,4523200,Town of,Ehrhardt,NULL
739c43f1-b3da-44ff-a04a-8a05588494fd,Regional Income Tax Agency,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a7c19609-8505-4ada-8d76-8a0abd91cbe7,"Applied Products, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8614e009-5f6f-49f4-9eda-8a0bdd9bb459,City of Essex,City,IA,City,NULL,1925815,City of,Essex,NULL
25c03fac-8c08-42c2-a74b-8a0d25e0655e,City of Eupora,City,MS,City,NULL,2823420,Town of,Eupora,NULL
bd5a8a17-e458-44f5-a16d-8a0e5c42ef28,Town of Carolina Beach,City,NC,Town,NULL,3710500,Town of,Carolina Beach,NULL
f0a51996-9b4a-4029-846c-8a0ef005a17a,City of Fort Atkinson,City,IA,City,NULL,1928425,City of,Fort Atkinson,NULL
48c4f0e7-6138-42d7-98ac-8a1019b831e1,"Nestor Traffic Systems ",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1e041bc0-25dd-4d52-9024-8a1284499feb,City of Hills,City,MN,City,NULL,2729204,City of,Hills,NULL
044e1846-5d58-4a59-9885-8a1c5826bd2d,Town of Vanceboro,City,NC,Town,NULL,3769680,Town of,Vanceboro,NULL
89ff75b4-14fb-42b2-86af-8a1e26cfb9e4,Kingman,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7fdda6b5-b241-4c5f-a428-8a201edcd9b3,Town of Salem,City,NY,Town,NULL,3611564782,Town of,Salem,NULL
aceb7e0f-f0c7-474c-94d4-8a20b956ccac,Development Without Limits,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c6508a97-f7ac-476a-99a7-8a22470e5502,City of St. Helens,City,OR,City,NULL,4164600,City of,St Helens,NULL
7fb1c30e-6285-46cb-8cc3-8a23ac8a76ea,City of Lafayette,City,OR,City,NULL,4140300,City of,Lafayette,NULL
8646fafd-476a-4c79-80d8-8a2742eb4217,"Dostart Development Company, LLC",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d177609d-e324-4c68-a0d4-8a27f8e3893f,Foundation for Child Development,"Civic Group/Non-profit ",NULL,NULL,NULL,NULL,NULL,NULL,NULL
560cd074-f760-4b2c-b58e-8a28745eda94,City of Frost,City,MN,City,NULL,2722940,City of,Frost,NULL
f0de6084-56f2-4c9f-8ea3-8a288333c88d,Village of Maunie,City,IL,Village,NULL,1747592,Village of,Maunie,NULL
70c30667-afa0-42ac-98dc-8a2c7278770a,Borough of New Holland,City,PA,Borough,NULL,4253696,Borough of,New Holland,NULL
ae009ce6-3e56-4323-b0af-8a2ca619df3d,Town of Farmington,City,WI,Unincorporated Jurisdiction,NULL,5513125375,Town of,Farmington,NULL
76409ea2-8e4a-4c28-b535-8a2cbd99e54f,Town of Stokesdale,City,NC,Town,NULL,3765040,Town of,Stokesdale,NULL
4f9d1f63-4752-4df2-8dc5-8a2efe84532a,Village of Lake Grove,City,NY,Village,NULL,3640530,Village of,Lake Grove,NULL
11cef735-5299-47db-9c3f-8a34bcae243a,City of Bloomington,City,IN,City,NULL,1805860,City of,Bloomington,NULL
ae623899-1efe-4568-bc9a-8a359a03f6f4,Town of Brandon,City,VT,Town,NULL,5002107750,Town of,Brandon,NULL
28b8241d-17a2-4cce-a330-8a35bf7bfc79,Village of Dora,City,NM,Village,NULL,3521180,Village of,Dora,NULL
b07fb45f-d15f-482a-8d67-8a363fb15393,Town of Mount Pleasant,City,NULL,Town,NULL,0547900,Town of,Mount Pleasant,NULL
36f17929-4763-47f3-aad5-8a3642fb55d7,City of Palo,City,IA,City,NULL,1961230,City of,Palo,NULL
9a5ff902-c5cd-4b5e-90d3-8a399fc4ae8c,City of Maryville,City,MO,City,32340,2946640,City of,Maryville,NULL
4fc65dd2-51bb-4605-8c39-8a39d009e2b9,Town of Willard,City,WI,Unincorporated Jurisdiction,NULL,5510787175,Town of,Willard,NULL
96b32a66-d232-42d9-8f28-8a3be3bfe302,City of Belmond,City,IA,City,NULL,1905680,City of,Belmond,NULL
a5b4e223-3cbc-48dd-a7a9-8a3e8ccd17d8,Mission Economic Development Agency,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4757361e-ced8-4130-be24-8a4127304f75,City of Sparta,City,KY,City,NULL,2172372,City of,Sparta,NULL
5303455f-9aa5-40cc-935a-8a44ea2c9625,Borough of Rainsburg,City,PA,Borough,NULL,4263312,Borough of,Rainsburg,NULL
e2208257-aa10-4d2b-a6ad-8a461ddce888,National Community Development Association,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5904022a-dafc-45cd-9f87-8a4656a46261,The Hartford Foundation,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ad45b827-de25-46ca-beef-8a478c7f31cd,Town of Forestville,City,WI,Unincorporated Jurisdiction,NULL,5502926650,Town of,Forestville,NULL
beabed92-81bd-4f2e-979e-8a4cd09c52a9,Urban Manufacturing Alliance,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a1e0e8ac-a9d9-4fbc-8e30-8a51fbf6408a,City of Powers Lake,City,ND,City,NULL,3864140,City of,Powers Lake,NULL
ff56cf02-9c5d-46bc-9848-8a5740c7739e,Cedar Grove,Census-designated place (CDP),FL,NULL,NULL,1211150,Town of,NULL,NULL
ab81e555-9c07-4d08-9f5f-8a5914343a50,Town of Blue Mountain,City,MS,Town,NULL,2807060,Town of,Blue Mountain,NULL
003a50c0-626d-4a4e-9ad3-8a5b466c215b,City of Pinckneyville,City,IL,City,NULL,1759884,City of,Pinckneyville,NULL
a3562d3e-1f3d-4fae-93fa-8a5e3b791066,"Xenergy, Inc",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4098c9a8-d64c-4005-b303-8a615022f1de,City of Vega,City,TX,City,NULL,4875188,City of,Vega,NULL
db328bea-ec53-4be5-9854-8a622f1cd406,Macwahoc Plantation,City,ME,Plantation,NULL,2300342450,NULL,NULL,NULL
34540f5e-0928-4a7a-af04-8a626b270d63,Village of Swanton,City,NE,Village,NULL,3148060,Village of,Swanton,NULL
ed58f1f8-6a6e-4678-9a58-8a639aefb56d,City of Morenci,City,MI,City,NULL,2655500,City of,Morenci,NULL
3b06a259-77bb-45d8-8618-8a6414f38e83,Town of Maxville,City,WI,Unincorporated Jurisdiction,NULL,5501150075,Town of,Maxville,NULL
e5b8f08f-2486-47a0-9067-8a644c809b9c,Town and Village of LeRoy,City,NY,Unincorporated Community,NULL,NULL,NULL,LeRoy,NULL
a865d979-8a53-4c9f-8094-8a664f65eac1,Town of Newark,City,MO,Town,NULL,2951662,Town of,Newark,NULL
57dbc910-ec46-473d-92c6-8a69061bfa71,City of Wabash,City,IN,City,47340,1879370,City of,Wabash,NULL
026dc46d-43b1-4d31-9ed5-8a69df55271f,Town of Rocky Mound,City,TX,Town,NULL,4862870,Town of,Rocky Mound,NULL
a6e0724a-8a37-4cff-9cf2-8a6a6a059a7b,Gainesville Housing Authority,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20f610ed-8bcc-4ac3-ba59-8a7286437a6f,City of Wilton Manors,City,FL,City,NULL,1278000,City of,Wilton Manors,NULL
dde5ead2-1caa-4cab-b8ad-8a751794f233,City of Liberal,City,MO,City,NULL,2941906,City of,Liberal,NULL
ef992f5d-f9ed-4479-9219-8a78aa0f0aba,Village of Pender,City,NE,Village,NULL,3138750,Village of,Pender,NULL
72f61f60-c2d0-403e-899d-8a78d7ab4d48,City of Hills And Dales,City,KY,City,NULL,2136865,City of,Hills And Dales,NULL
b9d99f46-5dbb-4cd6-aa11-8a7beaa6a9d5,"Holt, Wexler and Farnam",Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fd3450a0-f54e-474b-977b-8a8026bd869c,City of Nome,City,AK,City,NULL,0254920,City of,Nome,NULL
53625a31-f7b3-4ba8-87ea-8a8790defd53,"R. W. Beck, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6b753ce2-b87f-4366-8110-8a898b5ff504,Village of Valatie,City,NY,Village,NULL,3676617,Village of,Valatie,NULL
28b9d863-b5a9-46a8-bdc3-8a8bc4643284,City of Aurora,City,NULL,NULL,NULL,NULL,NULL,Aurora,NULL
c0aeca4b-5b1e-4fe4-af65-8a8e861b39bc,"55,000 Degrees",Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102234e2-88d8-4f80-a3a1-8a9048a91402,Borough of Green Tree,City,PA,Borough,NULL,4231256,Borough of,Green Tree,NULL
c249f399-1ff4-41da-813c-8a918083d921,Ingham County,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a7868e97-2e6e-43fd-bf5b-8a92cd38c196,"ShotSpotter, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fa92d965-d304-4a84-b3dd-8a95dc69ffac,City of Laurie,City,MO,City,NULL,2940916,Village of,Laurie,NULL
f9e08921-e2a5-44d8-86d6-8a97c35faa89,City of Murray,City,UT,City,NULL,4953230,City of,Murray,NULL
de08eb5a-32dc-46d5-a532-8a9a1d8ed51c,Town of Piermont,City,NH,Town,NULL,3300961060,Town of,Piermont,NULL
577ac6af-5f1b-4f08-903d-8a9c739e97f0,Town of Avant,City,OK,Town,NULL,4003500,Town of,Avant,NULL
4ffd8241-cf00-4f82-9109-8a9cd6b24fc0,City of Brazos Country,City,TX,City,NULL,4810090,NULL,Brazos Country,NULL
9a5d15b6-2bac-4455-ae95-8aa09a2e2dc3,City of Pleasant Grove,City,UT,City,NULL,4960930,City of,Pleasant Grove,NULL
aaa4010a-1bf2-4abc-b61a-8aa0cbde65e3,Town of Bishop,City,GA,Town,NULL,1308200,Town of,Bishop,NULL
f0b8682a-21b7-433d-a807-8aa4d0d6116f,Caremark,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
53827922-0159-494e-a98f-8aa58592f1aa,"Urban League of Rochester, N.Y., Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90c8bfbb-2f34-4f09-8ad6-8aa742fd7cb1,City of Edinburg,City,ND,City,NULL,3822260,City of,Edinburg,NULL
39efef16-ea42-4ca2-a623-8aa75e3c9378,Village of Godley,City,IL,Village,NULL,1730120,Village of,Godley,NULL
be651cbb-65d5-4f0f-849a-8aab262014be,Dale Bowen,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
42d5bdd9-a84c-4782-b2bc-8aad9c32cfc1,Town of Rivesville,City,WV,Town,NULL,5468908,NULL,Rivesville,NULL
aa03390b-1a56-426f-9308-8ab02c76a860,Village of Dunbar,City,NE,Village,NULL,3113855,Village of,Dunbar,NULL
